meter_name,house_connection_no,latitude,longitude,area_name,date,house_connection_TYPE
65740964,3.02942E+12,26.42413224,50.00489086,Dammam -  الدمام,9/6/2025,HCN وصلة منزلية
64760698,3.01422E+12,26.3478325,50.1321312,Dammam -  الدمام,9/8/2025,HCN وصلة منزلية
85151362,3.01422E+12,26.3474447,50.1325702,Dammam -  الدمام,9/8/2025,HCN وصلة منزلية
64760156,3.01421E+12,26.3439437,50.1295844,Dammam -  الدمام,9/9/2025,HCN وصلة منزلية
64760164,3.01421E+12,26.3439251,50.1337024,Dammam -  الدمام,9/9/2025,HCN وصلة منزلية
64761562,3.01421E+12,26.3445165,50.1348967,Dammam -  الدمام,9/10/2025,HCN وصلة منزلية
65104254,3.11175E+12,26.3548397,50.0625188,Dammam -  الدمام,9/13/2025,HCN وصلة منزلية
10110041122,3.01094E+12,26.3824152,50.06120466,Dammam -  الدمام,9/13/2025,HCN وصلة منزلية
84753540,3.01117E+12,26.3475992,50.0526154,Dammam -  الدمام,9/15/2025,HCN وصلة منزلية
65003135,3.01008E+12,26.3933124,50.0562246,Dammam -  الدمام,9/16/2025,HCN وصلة منزلية
85225931,3.00113E+12,26.34343603,50.16055243,Dammam -  الدمام,9/20/2025,HCN وصلة منزلية
19626161,3.00353E+12,26.4624693,50.0625696,Dammam -  الدمام,9/21/2025,HCN وصلة منزلية
64085386,3.03044E+12,26.39966318,50.06903619,Dammam -  الدمام,9/21/2025,HCN وصلة منزلية
65089122,3.03044E+12,26.39778641,50.07384058,Dammam -  الدمام,9/21/2025,HCN وصلة منزلية
85087359,3.00217E+12,26.37607823,50.07466646,Dammam -  الدمام,9/24/2025,HCN وصلة منزلية
53239630,3.01297E+12,26.37572625,50.06969926,Dammam -  الدمام,9/27/2025,HCN وصلة منزلية
55719583,3.01297E+12,26.37403932,50.06715208,Dammam -  الدمام,9/27/2025,HCN وصلة منزلية
64197006,3.02173E+12,26.37198079,50.07096187,Dammam -  الدمام,9/27/2025,HCN وصلة منزلية
3.00011E+12,3.00011E+12,26.44017168,50.10280638,Dammam -  الدمام,7/6/2025,HCN وصلة منزلية
3.00485E+12,3.00485E+12,26.3981825,50.0770115,Dammam -  الدمام,7/1/2025,HCN وصلة منزلية
182,3.01821E+12,26.450634,50.0155415,Dammam -  الدمام,8/19/2025,HCN وصلة منزلية
63938211,3.00009E+12,26.42182412,50.10128169,Dammam -  الدمام,9/29/2025,HCN وصلة منزلية
1243.802,3.01243E+12,26.3364871,50.0484679,Dammam -  الدمام,9/29/2025,HCN وصلة منزلية
63938048,3.00042E+12,26.4235227,50.113638,Dammam -  الدمام,9/30/2025,HCN وصلة منزلية
63972680,3.00009E+12,26.422622,50.096501,Dammam -  الدمام,10/1/2025,HCN وصلة منزلية
85398942,3.00537E+12,26.3716521,50.118813,Dammam -  الدمام,3/6/2025,HCN وصلة منزلية
85419667,3.2941E+12,26.4052721,49.9887003,Dammam -  الدمام,2/19/2025,HCN وصلة منزلية
53236570,3.03373E+12,26.4669512,50.1236065,Dammam -  الدمام,8/25/2025,HCN وصلة منزلية
64101134,3.02943E+12,26.4190433,49.9982049,Dammam -  الدمام,10/8/2025,HCN وصلة منزلية
65698805,3.02945E+12,26.4370899,49.9957969,Dammam -  الدمام,7/16/2025,HCN وصلة منزلية
64660720,3.01003E+12,26.3496471,50.1499649,Dammam -  الدمام,7/26/2025,HCN وصلة منزلية
64340623,3.00002E+12,26.4447306,50.1089444,Dammam -  الدمام,7/27/2025,HCN وصلة منزلية
64534134,3.07233E+12,26.3670541,50.0880732,Dammam -  الدمام,7/30/2025,HCN وصلة منزلية
97148283,3.03378E+12,26.4885796,50.1287944,Dammam -  الدمام,8/19/2025,HCN وصلة منزلية
64309191,3.03376E+12,26.4858605,50.1230547,Dammam -  الدمام,8/20/2025,HCN وصلة منزلية
64308604,3.03376E+12,26.4851903,50.122552,Dammam -  الدمام,8/20/2025,HCN وصلة منزلية
84731795,3.00551E+12,26.397553,50.1067932,Dammam -  الدمام,8/29/2025,HCN وصلة منزلية
64803708,3.00551E+12,26.3883244,50.1097177,Dammam -  الدمام,8/31/2025,HCN وصلة منزلية
64761116,3.0019E+12,26.346587,50.1407554,Dammam -  الدمام,9/9/2025,HCN وصلة منزلية
85045089,3.03378E+12,26.4858587,50.1282953,Dammam -  الدمام,8/19/2025,HCN وصلة منزلية
61741089,3.00671E+12,26.383015,50.0252417,Dammam -  الدمام,1/30/2025,HCN وصلة منزلية
56095241,3.07231E+12,26.359575,50.09563,Dammam -  الدمام,10/1/2025,HCN وصلة منزلية
64417481,3.00561E+12,26.4597278,50.0656748,Dammam -  الدمام,9/21/2025,HCN وصلة منزلية
63961255,3.00042E+12,26.42743217,50.10960377,Dammam -  الدمام,10/1/2025,HCN وصلة منزلية
64374653,3.02031E+12,26.4684731,50.0956434,Dammam -  الدمام,10/9/2025,HCN وصلة منزلية
39209086,3.00775E+12,26.40766608,50.07770762,Dammam -  الدمام,10/8/2025,HCN وصلة منزلية
65247141,3.006E+12,26.4545868,50.0802214,Dammam -  الدمام,11/22/2025,HCN وصلة منزلية
61998818,3.006E+12,26.4520396,50.0775977,Dammam -  الدمام,11/22/2025,HCN وصلة منزلية
80131519625,3.006E+12,26.4523141,50.0798982,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
64424053,3.006E+12,26.4525572,50.079511,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
64424059,3.006E+12,26.4531069,50.0795512,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
56101908,3.006E+12,26.4532017,50.0795784,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
64424067,3.006E+12,26.4531757,50.0795874,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
64424056,3.006E+12,26.4532842,50.0794564,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
64429639,3.006E+12,26.4544524,50.0795876,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
64429666,3.006E+12,26.4546226,50.0788255,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
64429862,3.006E+12,26.4526686,50.078758,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
64429574,3.006E+12,26.4533761,50.0803419,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
64429634,3.006E+12,26.453976,50.0803702,Dammam -  الدمام,11/27/2025,HCN وصلة منزلية
64434829,3.00107E+12,26.4488768,50.1193231,Dammam -  الدمام,9/20/2025,HCN وصلة منزلية
85163536,3.01822E+12,26.4608882,50.0230241,Dammam -  الدمام,8/9/2025,HCN وصلة منزلية
110.18,3.00018E+12,26.4413378,50.0812213,Dammam -  الدمام,3/3/2025,HCN وصلة منزلية
3.2941E+12,3.2941E+12,26.40729057,49.989144,Dammam -  الدمام,11/29/2025,HCN وصلة منزلية
66005675,3E+12,26.322198,49.987276,Dammam -  الدمام,11/29/2025,HCN وصلة منزلية
99087268,030004ب0563000,26.41915726,50.11085364,Dammam -  الدمام,9/30/2025,HCN وصلة منزلية
10131478946,3.00013E+12,26.4315139,50.1005799,Dammam -  الدمام,5/26/2025,HCN وصلة منزلية
99136900,3.001E+12,26.4356646,50.1297575,Dammam -  الدمام,5/26/2025,HCN وصلة منزلية
85089996,3.00053E+12,26.4298976,50.1074511,Dammam -  الدمام,5/25/2025,HCN وصلة منزلية
38999960,3.00013E+12,26.4308964,50.1033885,Dammam -  الدمام,5/25/2025,HCN وصلة منزلية
64634959,3.00052E+12,26.43779089,50.10656601,Dammam -  الدمام,5/29/2025,HCN وصلة منزلية
53230145,3.00012E+12,26.4380729,50.1003572,Dammam -  الدمام,5/29/2025,HCN وصلة منزلية
64453332,3.00053E+12,26.4283934,50.1095427,Dammam -  الدمام,5/24/2025,HCN وصلة منزلية
65860522,3.00911E+12,26.3990993,50.0386551,Dammam -  الدمام,5/5/2025,HCN وصلة منزلية
64196923,3.02172E+12,26.3709293,50.0720575,Dammam -  الدمام,2/1/2025,HCN وصلة منزلية
55720805,3.01117E+12,26.3522077,50.0647276,Dammam -  الدمام,1/22/2025,HCN وصلة منزلية
53812162,3.00603E+12,26.3694307,50.1397395,Dammam -  الدمام,1/12/2025,HCN وصلة منزلية
64755828,3.00603E+12,26.3687043,50.1410145,Dammam -  الدمام,1/12/2025,HCN وصلة منزلية
55279254,3.00603E+12,26.3697473,50.1385274,Dammam -  الدمام,1/15/2025,HCN وصلة منزلية
65576979,3.00911E+12,26.4045416,50.0332109,Dammam -  الدمام,4/27/2025,HCN وصلة منزلية
58466893,3.01003E+12,26.3477404,50.1444258,Dammam -  الدمام,3/10/2025,HCN وصلة منزلية
55718959,3.00603E+12,26.3675093,50.1408269,Dammam -  الدمام,1/15/2025,HCN وصلة منزلية
10110935750,3.01097E+12,26.381042,50.141481,Dammam -  الدمام,1/12/2025,HCN وصلة منزلية
10110023457,3.03375E+12,26.4748378,50.1293155,Dammam -  الدمام,12/1/2024,HCN وصلة منزلية
65071478,3.01097E+12,26.381032,50.1468396,Dammam -  الدمام,1/14/2025,HCN وصلة منزلية
64044249,3.01892E+12,26.3623094,50.0612897,Dammam -  الدمام,2/4/2025,HCN وصلة منزلية
65868126,3.00914E+12,26.394532,50.0328487,Dammam -  الدمام,4/23/2025,HCN وصلة منزلية
82446638,3.00399E+12,26.42055289,50.02567617,Dammam -  الدمام,5/7/2025,HCN وصلة منزلية
64731039,3.00537E+12,26.3724805,50.1184447,Dammam -  الدمام,3/8/2025,HCN وصلة منزلية
63981642,3.00576E+12,26.434853,50.055442,Dammam -  الدمام,2/23/2025,HCN وصلة منزلية
84952470,3.00537E+12,26.367854,50.119907,Dammam -  الدمام,3/8/2025,HCN وصلة منزلية
64050953,3.00761E+12,26.3653629,50.0349517,Dammam -  الدمام,1/29/2025,HCN وصلة منزلية
65691974,3.00911E+12,26.3963688,50.0390533,Dammam -  الدمام,5/6/2025,HCN وصلة منزلية
55778989,3.03045E+12,26.3912989,50.0752153,Dammam -  الدمام,1/23/2025,HCN وصلة منزلية
38873099,3.00791E+12,26.3799941,50.1202688,Dammam -  الدمام,3/9/2025,HCN وصلة منزلية
41903264,3.00832E+12,26.4049601,50.1019289,Dammam -  الدمام,3/6/2025,HCN وصلة منزلية
65078272,3.00244E+12,26.3555809,50.0467988,Dammam -  الدمام,2/8/2025,HCN وصلة منزلية
82449977,3.00913E+12,26.3991477,50.0210129,Dammam -  الدمام,4/21/2025,HCN وصلة منزلية
64430080,3.00333E+12,26.4373012,50.1197481,Dammam -  الدمام,5/13/2025,HCN وصلة منزلية
64406000,3.00333E+12,26.434043,50.1218489,Dammam -  الدمام,5/12/2025,HCN وصلة منزلية
65024381,3.01097E+12,26.3775543,50.1445375,Dammam -  الدمام,1/12/2025,HCN وصلة منزلية
64035792,3.00041E+12,26.4173543,50.1138543,Dammam -  الدمام,6/3/2025,HCN وصلة منزلية
98114602,3.00041E+12,26.4213651,50.1154956,Dammam -  الدمام,6/14/2025,HCN وصلة منزلية
63957069,3.00041E+12,26.4216778,50.1135462,Dammam -  الدمام,6/14/2025,HCN وصلة منزلية
64537339,3.00065E+12,26.4518097,50.1128906,Dammam -  الدمام,6/16/2025,HCN وصلة منزلية
65113061,3.00245E+12,26.4311814,50.0407612,Dammam -  الدمام,6/15/2025,HCN وصلة منزلية
64687352,3.00052E+12,26.43568256,50.10563176,Dammam -  الدمام,5/28/2025,HCN وصلة منزلية
47924212,3.00064E+12,26.43673128,50.08868081,Dammam -  الدمام,6/19/2025,HCN وصلة منزلية
85427443,3.00772E+12,26.4091754,50.0775509,Dammam -  الدمام,6/30/2025,HCN وصلة منزلية
48023299,3.00061E+12,26.4484221,50.0958113,Dammam -  الدمام,6/29/2025,HCN وصلة منزلية
47742115,3.00097E+12,26.426555,50.135475,Dammam -  الدمام,7/6/2025,HCN وصلة منزلية
98184994,3.00826E+12,26.4543908,50.0915312,Dammam -  الدمام,7/6/2025,HCN وصلة منزلية
53239574,3.29412E+12,26.43163941,49.9822454,Dammam -  الدمام,7/14/2025,HCN وصلة منزلية
85231093,3.29412E+12,26.43187182,49.98065341,Dammam -  الدمام,7/14/2025,HCN وصلة منزلية
58986073,3.29412E+12,26.43304683,49.98409177,Dammam -  الدمام,7/15/2025,HCN وصلة منزلية
10110027176,3.2941E+12,26.4037049,49.9931779,Dammam -  الدمام,7/29/2025,HCN وصلة منزلية
46099856,3.02945E+12,26.4356104,49.9976487,Dammam -  الدمام,7/26/2025,HCN وصلة منزلية
99019886,3.01095E+12,26.367001,50.079786,Dammam -  الدمام,7/31/2025,HCN وصلة منزلية
82406623,3.00062E+12,26.444004,50.082825,Dammam -  الدمام,8/3/2025,HCN وصلة منزلية
61999378,3.00826E+12,26.4523935,50.0898656,Dammam -  الدمام,7/6/2025,HCN وصلة منزلية
87793456,3.01243E+12,26.3364437,50.0496787,Dammam -  الدمام,8/14/2025,HCN وصلة منزلية
99142141,3.00733E+12,26.4001033,50.0529436,Dammam -  الدمام,9/17/2025,HCN وصلة منزلية
55721212,3.01345E+12,26.39678863,50.04708822,Dammam -  الدمام,9/16/2025,HCN وصلة منزلية
82265968,3.03043E+12,26.40197127,50.06100526,Dammam -  الدمام,9/19/2025,HCN وصلة منزلية
84922370,3.00107E+12,26.4488835,50.1207012,Dammam -  الدمام,9/21/2025,HCN وصلة منزلية
64085376,3.03043E+12,26.40253304,50.06434398,Dammam -  الدمام,9/23/2025,HCN وصلة منزلية
64196627,3.02171E+12,26.37455733,50.07205852,Dammam -  الدمام,9/24/2025,HCN وصلة منزلية
64196924,3.02172E+12,26.37108848,50.07284126,Dammam -  الدمام,9/24/2025,HCN وصلة منزلية
56086373,3.01297E+12,26.37686082,50.07102675,Dammam -  الدمام,9/27/2025,HCN وصلة منزلية
53737089,3.01297E+12,26.37541899,50.06892297,Dammam -  الدمام,9/27/2025,HCN وصلة منزلية
82681855,3.01297E+12,26.3732775,50.0678992,Dammam -  الدمام,9/27/2025,HCN وصلة منزلية
85157344,3.00755E+12,26.4239497,50.0803985,Dammam -  الدمام,9/28/2025,HCN وصلة منزلية
64085576,3.07082E+12,26.3526858,50.0396629,Dammam -  الدمام,9/29/2025,HCN وصلة منزلية
63961433,3.00043E+12,26.42492767,50.10744246,Dammam -  الدمام,9/30/2025,HCN وصلة منزلية
63952211,3.00042E+12,26.41884949,50.1107057,Dammam -  الدمام,9/30/2025,HCN وصلة منزلية
64755382,3.00115E+12,26.3577048,50.1280329,Dammam -  الدمام,3/13/2025,HCN وصلة منزلية
3.10491E+12,3.10491E+12,26.3740004,50.1322502,Dammam -  الدمام,10/23/2024,HCN وصلة منزلية
3.00245E+12,3.00245E+12,26.4378798,50.0429964,Dammam -  الدمام,6/16/2025,HCN وصلة منزلية
98184687,3.00824E+12,26.3541132,50.1525588,Dammam -  الدمام,7/27/2025,HCN وصلة منزلية
85390301,3.09364E+12,26.3717519,49.9585121,Dammam -  الدمام,8/12/2025,HCN وصلة منزلية
87763437,3.09363E+12,26.3655363,49.9564248,Dammam -  الدمام,8/13/2025,HCN وصلة منزلية
96299143,3.09363E+12,26.3629691,49.9572454,Dammam -  الدمام,8/13/2025,HCN وصلة منزلية
87750681,3.09363E+12,26.3646505,49.9572479,Dammam -  الدمام,8/13/2025,HCN وصلة منزلية
10110018705,3.09363E+12,26.3617632,49.9560088,Dammam -  الدمام,8/13/2025,HCN وصلة منزلية
85389864,3.09363E+12,26.3651153,49.9634361,Dammam -  الدمام,8/13/2025,HCN وصلة منزلية
65089873,3.09364E+12,26.368294,49.960578,Dammam -  الدمام,8/16/2025,HCN وصلة منزلية
85390294,3.03378E+12,26.4862512,50.1259628,Dammam -  الدمام,8/19/2025,HCN وصلة منزلية
64246597,3.03372E+12,26.4612673,50.1205263,Dammam -  الدمام,8/25/2025,HCN وصلة منزلية
64246144,3.03372E+12,26.4610441,50.1175,Dammam -  الدمام,8/25/2025,HCN وصلة منزلية
64245718,3.03372E+12,26.4619569,50.1176548,Dammam -  الدمام,8/25/2025,HCN وصلة منزلية
55230131,3.00107E+12,26.4485983,50.1164807,Dammam -  الدمام,8/31/2025,HCN وصلة منزلية
85398776,3.00107E+12,26.4498895,50.1177008,Dammam -  الدمام,8/31/2025,HCN وصلة منزلية
97145963,3.01117E+12,26.3361947,50.039957,Dammam -  الدمام,9/20/2025,HCN وصلة منزلية
1146.168,3.01146E+12,26.29691698,50.05714501,Dammam -  الدمام,12/15/2025,HCN وصلة منزلية
64658792,3.00062E+12,26.44596497,50.08230642,Dammam -  الدمام,7/1/2025,HCN وصلة منزلية
10131534798,3.00791E+12,26.3800104,50.1201694,Dammam -  الدمام,3/9/2025,HCN وصلة منزلية
